"";"year";"country.code";"income.group";"che_gdp";"gghed_che";"gghed_gdp";"tran_shi";"pvtd_che";"oops_che";"cfa_che";"gfa_che";"chi_che";"phc_che";"gghed_phc_gghed";"gghed_phc_phc";"gghe_gdp";"gghe_gge";"SH.MED.BEDS.ZS";"SH.MED.CMHW.P3";"SH.XPD.CHEX.GD.ZS";"SH.XPD.CHEX.PC.CD";"SH.XPD.GHED.CH.ZS";"SH.XPD.GHED.GD.ZS";"SH.XPD.GHED.GE.ZS";"SH.XPD.PVTD.CH.ZS";"SH.MED.NUMW.P3";"SH.XPD.EHEX.CH.ZS";"SH.MED.PHYS.ZS";"SH.XPD.OOPC.CH.ZS";"SH.UHC.OOPC.10.ZS";"SH.UHC.OOPC.25.ZS";"SH.SGR.CRSK.ZS";"SH.SGR.IRSK.ZS";"country";"coverage";"Aporte fiscal";"Seguridad social";"Seguros privados";"Gasto de bolsillo";"Gasto con recursos externos"
"641";2007;"URY";"Hi";7,49349833;48,53245926;3,63677883;16,82728004;51,46754456;23,36310577;48,53245926;26,83010674;21,70234871;NA;NA;NA;NA;NA;2,9;NA;8,14048386;571,99188232;48,53245926;3,95077682;13,53640556;51,46754456;NA;0;4,181;23,36310577;NA;NA;13,5;8,2;"Uruguay";NA;18;55;10;17;0
"642";2009;"URY";"Hi";7,9498806;59,33254242;4,71686649;17,73649979;40,62641144;20,75167656;59,35071564;33,67658997;25,67413139;NA;NA;NA;4,71831128752214;17,2772148129258;NA;NA;8,63627434;816,29486084;59,33254242;5,12412119;17,27184296;40,62641144;NA;0,04104446;NA;20,75167656;NA;NA;9,5;6,4;"Uruguay";NA;18;55;10;17;0
"643";2010;"URY";"Hi";7,91117096;60,00211334;4,74686909;16,36453247;39,95598221;20,47283554;60,01970673;33,09457779;26,92512512;NA;NA;NA;4,74826144602938;17,2556262191597;1,2;NA;8,59421539;1030,6217041;60,00211334;5,15671062;17,25056839;39,95598221;5,548;0,04190836;3,736;20,47283554;NA;NA;7,8;4,9;"Uruguay";NA;18;55;10;17;0
"644";2015;"URY";"Hi";8,29223633;68,40409851;5,67222929;23,05582237;31,57613945;16,92112923;66,59551239;18,5139637;48,0815506;NA;NA;NA;5,67385561068256;19,9279725804249;2,43;NA;9,00821114;1406,52233887;68,40409851;6,1619854;19,82342911;31,57613945;NA;0,01976315;NA;16,92112923;NA;NA;2,7;2;"Uruguay";NA;18;55;10;17;0
"645";2018;"URY";"Hi";9,01455498;69,11999512;6,23086023;26,62041855;30,88000488;16,24662781;68,11069489;17,53770065;50,57299805;41,45236206;NA;NA;6,23086030066944;20,3016559179571;NA;NA;9,20269966;1590,04821777;72,96691895;6,71492577;20,22088432;27,01680946;NA;0,01627444;NA;16,9604454;NA;NA;2,4;1,6;"Uruguay";NA;18;55;10;17;0
"646";2019;"URY";"Hi";9,34783173;66,60054779;6,22570753;27,17657661;33,39944839;15,46145821;65,69481659;16,8684845;48,82633209;40,98569489;NA;NA;6,2257077953872;20,1384777898402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,4;1,6;"Uruguay";98,8;18;55;10;17;0
"647";2000;"VEN";"Up-Mid";7,33427334;45,86610413;3,36394525;1,20041716;54,08254242;41,25257874;45,88322449;34,47589493;11,40732765;NA;NA;NA;3,36520081954721;11,8941030305719;NA;NA;7,33427238;355,14562988;45,86610413;3,36394501;11,8896656;54,08254242;NA;0,05135082;NA;41,25257874;NA;NA;NA;NA;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"648";2002;"VEN";"Up-Mid";7,71828222;46,04365158;3,55377865;1,13688862;53,82579041;41,18021011;46,07128525;34,44680405;11,6244812;NA;NA;NA;3,55591162572951;11,6730114760586;NA;NA;7,71829414;285,63201904;46,04365158;3,55378437;11,6660099;53,82579041;NA;0,13056146;NA;41,18021011;NA;NA;NA;NA;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"649";2003;"VEN";"Up-Mid";7,50704718;50,36728287;3,78109598;0,82380462;49,552948;34,45624542;50,36728287;34,70672226;15,66056347;NA;NA;NA;3,78109583278455;11,7516046123923;0,9;NA;7,50703812;245,40792847;50,36728287;3,78109097;11,75160503;49,55295181;NA;0,07976758;NA;34,45624542;NA;NA;21,3;16,7;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"650";2004;"VEN";"Up-Mid";6,7815671;54,16937637;3,67353249;0,95227295;45,81498337;31,3409481;54,16937637;38,15174484;16,01762962;NA;NA;NA;3,67353243451682;11,5104998747735;NA;NA;6,78156996;293,34484863;54,16937637;3,67353368;11,51049995;45,81498337;NA;0,0156405;NA;31,3409481;NA;NA;19,6;17,2;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"651";2005;"VEN";"Up-Mid";6,05509377;46,47860718;2,81432319;1,6959908;53,508461;36,56163788;46,48065567;37,19406891;9,28658581;NA;NA;NA;2,8144472492173;8,39376134012024;NA;NA;6,05509043;333,33950806;46,47860718;2,81432152;8,39339161;53,50846481;NA;0,01292944;NA;36,56163788;NA;NA;22,3;18,3;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"652";2006;"VEN";"Up-Mid";8,09861088;56,80871582;4,60071707;1,31878412;43,16394424;27,48369217;56,8117981;47,77978897;9,03200912;NA;NA;NA;4,60096692213243;11,7486555863821;NA;NA;8,0986166;553,40875244;56,80871582;4,60071993;11,74801731;43,16394424;NA;0,0273429;NA;27,48369217;NA;NA;11,3;10,2;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"653";2008;"VEN";"Up-Mid";6,40868998;39,83883667;2,55314755;1,59898472;60,15275574;38,13252258;39,83947754;30,76633835;9,0731411;NA;NA;NA;2,55318867464513;7,55093272344772;NA;NA;6,40868616;731,87005615;39,83884048;2,55314636;7,55081177;60,15275574;NA;0,00840201;NA;38,13252258;NA;NA;13,3;8,8;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"654";2010;"VEN";"Up-Mid";6,831038;37,86751175;2,58674407;1,42931843;62,11984253;38,45790482;37,86937332;29,60998726;8,25938702;NA;NA;NA;2,58687127399387;8,19177714454773;NA;NA;6,83106995;945,89300537;37,86751175;2,58675599;8,19137383;62,11984253;NA;0,01264608;NA;38,45790482;NA;NA;14,5;9,6;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"655";2012;"VEN";"Up-Mid";6,44814396;44,2682724;2,85448194;0,82476723;55,72266388;29,07177544;44,26998901;32,77267838;11,49731159;NA;NA;NA;2,85459242051548;6,59306058466318;NA;NA;6,4481473;837,36999512;44,2682724;2,85448384;6,59280586;55,72266388;NA;0,00905751;NA;29,07177544;NA;NA;9,4;8,5;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"656";2013;"VEN";"Up-Mid";5,59412289;38,54175949;2,15607333;0,75099015;61,44988632;31,2794323;38,54205322;25,18764114;13,35441017;NA;NA;NA;2,15608972542485;5,62724125508425;NA;NA;5,5941329;697,52966309;38,54175949;2,15607715;5,6271987;61,44988632;NA;0,00835846;NA;31,2794323;NA;NA;10,6;8,2;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"657";2015;"VEN";"Up-Mid";4,34628868;45,26847458;1,96749842;23,92512321;54,72628403;24,98777771;45,26560211;31,39765167;13,86795044;NA;NA;NA;1,96751061290941;5,74476640267384;0,73;NA;5,79743814;663,76733398;45,26847458;2,62441182;5,74473095;54,72629166;NA;0,00523518;NA;24,98777771;NA;NA;10,1;9,1;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"658";2016;"VEN";"Up-Mid";3,91797352;47,27832794;1,85235238;14,57283497;52,71592712;27,74323273;47,27706146;35,74409866;11,53296566;NA;NA;NA;1,85235547858068;7,32873494366197;0,86;NA;5,22611618;505,40612793;47,27832794;2,47082043;7,32872248;52,71593475;NA;0,00574036;NA;27,74323273;NA;NA;14;9,3;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"659";2018;"VEN";"Up-Mid";4,92647457;65,18695068;3,21141815;0;34,79669952;20,26209068;65,18804169;43,26363754;21,92439842;NA;NA;NA;3,21147189911941;6,63241011989061;NA;NA;3,56269026;256,94689941;47,84740067;1,70465469;3,68041015;52,12306213;0,9416;0,02953426;NA;38,19706345;NA;NA;22,5;10,6;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"660";2019;"VEN";"Up-Mid";5,36708355;46,04178238;2,47110105;0;53,91928101;18,46409607;46,04269409;32,06077576;13,98192024;NA;NA;NA;2,47114990021618;11,5698134482798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,1;11,4;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"661";1960;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,35225057601929;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,351;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"662";1961;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"663";1962;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"664";1963;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"665";1964;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"666";1965;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,667;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"667";1966;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"668";1967;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"669";1968;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"670";1969;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"671";1970;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,58580017089844;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,892;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"672";1971;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"673";1972;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"674";1973;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"675";1974;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"676";1975;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,869;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"677";1976;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"678";1977;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"679";1978;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"680";1979;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"681";1980;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"682";1981;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"683";1982;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"684";1983;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"685";1984;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,683;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"686";1985;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,705;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"687";1986;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,984;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"688";1987;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"689";1988;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,032;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"690";1989;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"691";1990;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,5942997932;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,68;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"692";1991;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"693";1992;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,0579;NA;2,6484;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"694";1993;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,5999999046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"695";1994;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,151;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"696";1995;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,68;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"697";1996;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,2899999619;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,70044732093811;1,02650728076696;NA;NA;"Argentina";NA;24;37;11;28;0
"698";1997;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"699";1998;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8041;NA;3,0169;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"700";1999;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"701";2020;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,2;4,3;"Argentina";69,4;24;37;11;28;0
"702";NA;"ARG";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"703";1960;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,70642185211182;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,294;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"704";1961;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"705";1962;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"706";1963;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"707";1964;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"708";1965;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"709";1966;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"710";1967;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"711";1968;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"712";1969;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"713";1970;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,53000020980835;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,349;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"714";1971;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"715";1972;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"716";1973;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"717";1974;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"718";1975;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"719";1976;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"720";1977;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"721";1978;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"722";1979;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"723";1980;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"724";1981;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"725";1982;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"726";1983;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"727";1984;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"728";1985;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"729";1986;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"730";1987;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"731";1988;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"732";1989;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"733";1990;"ATG";"Hi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,5999999046;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,76;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
