"";"year";"country.code";"income.group";"che_gdp";"gghed_che";"gghed_gdp";"tran_shi";"pvtd_che";"oops_che";"cfa_che";"gfa_che";"chi_che";"phc_che";"gghed_phc_gghed";"gghed_phc_phc";"gghe_gdp";"gghe_gge";"SH.MED.BEDS.ZS";"SH.MED.CMHW.P3";"SH.XPD.CHEX.GD.ZS";"SH.XPD.CHEX.PC.CD";"SH.XPD.GHED.CH.ZS";"SH.XPD.GHED.GD.ZS";"SH.XPD.GHED.GE.ZS";"SH.XPD.PVTD.CH.ZS";"SH.MED.NUMW.P3";"SH.XPD.EHEX.CH.ZS";"SH.MED.PHYS.ZS";"SH.XPD.OOPC.CH.ZS";"SH.UHC.OOPC.10.ZS";"SH.UHC.OOPC.25.ZS";"SH.SGR.CRSK.ZS";"SH.SGR.IRSK.ZS";"country";"coverage";"Aporte fiscal";"Seguridad social";"Seguros privados";"Gasto de bolsillo";"Gasto con recursos externos"
"62";2005;"LCA";"Up-Mid";4,8572278;32,98304749;1,60206163;0;64,83586121;55,9685173;35,0469017;33,00578308;2,04111838;NA;NA;NA;1,70230789562948;6,54865245671267;3;NA;5,4291873;337,52008057;32,98304749;1,79071128;6,16301298;64,83586121;1,9951;2,18108988;0,508;55,9685173;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"63";2007;"LCA";"Up-Mid";5,52015734;28,11272049;1,55186629;0;70,74607849;63,93407059;29,06984901;27,17399025;1,89586055;NA;NA;NA;1,60470135846964;7,13706263871763;2,8;NA;5,75801229;439,90484619;28,11272049;1,618734;6,90207386;70,74607849;NA;1,14119864;0,185;63,93407059;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"64";2008;"LCA";"Up-Mid";5,05127954;31,53466606;1,59290409;0;66,42403412;59,58971405;33,37895966;31,8426609;1,53629708;NA;NA;NA;1,68606443225142;7,63745872345391;NA;NA;5,64452124;427,18515015;31,53466606;1,7799809;7,21546507;66,42403412;NA;2,04129624;0,1588;59,58971405;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"65";2009;"LCA";"Up-Mid";5,23717833;34,64207458;1,8142674;0;63,47808075;57,42234421;36,26725769;34,7416687;1,52558565;NA;NA;NA;1,89938088213531;7,74488928663793;1,5;NA;5,73588514;426,18545532;34,64207458;1,98702979;7,39783192;63,47808075;NA;1,8798418;0,1045;57,42234421;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"66";2010;"LCA";"Up-Mid";5,0379777;35,93708801;1,81050265;0;61,87216187;54,76262665;37,69787598;36,18981552;1,50806105;NA;NA;NA;1,89921067189836;7,3231812074928;NA;NA;5,34843826;430,23776245;35,93708801;1,92207289;6,98113155;61,87216187;NA;2,19075203;1,6485;54,76262665;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"67";2011;"LCA";"Up-Mid";5,14028311;35,14691544;1,80665112;0;62,72385025;55,60453033;36,83736801;34,74277115;2,09459853;NA;NA;NA;1,89354493846876;7,05399330533683;1,53;NA;5,60638475;461,78833008;35,14691544;1,97047126;6,73028851;62,72385025;NA;2,12923074;1,8063;55,60453033;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"68";2012;"LCA";"Up-Mid";5,00246382;40,58450699;2,03022528;0;58,99297714;51,6547699;40,70983887;38,15542603;2,55441284;NA;NA;NA;2,03649486871251;7,30643109354305;NA;NA;5,57630587;454,57470703;40,58450699;2,26311636;7,28393698;58,99297714;NA;0,42251652;2,1392;51,6547699;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"69";2013;"LCA";"Up-Mid";5,14402056;40,23097229;2,06948948;0;59,01864624;52,07427597;40,78420639;38,60692978;2,1772778;NA;NA;NA;2,09794806629588;8,27217241929825;1,25;NA;5,77193546;482,43463135;40,23097229;2,32210565;8,15996075;59,01864624;NA;0,75037915;2,4394;52,07427597;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"70";2014;"LCA";"Up-Mid";4,75532579;40,12715912;1,90817714;0;59,4634285;51,95596695;40,42434692;38,19009399;2,23425078;NA;NA;NA;1,92230935830344;8,17757993626571;NA;NA;4,84179592;423,33096313;44,37312317;2,14845586;8,11746025;55,17414856;1,5704;0,45273119;2,26865;46,87229919;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"71";2017;"LCA";"Up-Mid";4,65729332;43,73191452;2,03672338;0;55,15691757;49,79442215;44,78813553;42,7862854;2,00185013;NA;NA;NA;2,0859147121156;8,95765124582339;1,3;NA;4,7146244;473,31924438;47,54214478;2,24143362;8,78133583;51,24986649;3,1547;1,20798481;0,6409;45,42015839;NA;NA;NA;NA;"Saint Lucia";NA;45;2;6;46;0
"72";2000;"TTO";"Hi";4,23492432;37,00175476;1,56699646;0;62,99824524;57,34558868;36,97544098;36,97092056;0,00452272;NA;NA;NA;1,56699640991293;6,78572946051214;3,3;NA;4,23492432;277,21578979;37,00175476;1,56699646;6,78572941;62,99824524;2,5994;0;1,0062;57,34558868;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"73";2001;"TTO";"Hi";4,0346489;43,19249344;1,74266553;0;56,80603409;51,31262589;43,16032791;43,15540314;0,0049268;NA;NA;NA;1,74266555718685;7,02246440836941;3,4000000954;NA;4,0346489;284,29602051;43,19249344;1,74266553;7,02246428;56,80603409;2,7776;0,00146895;0,9704;51,31262589;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"74";2002;"TTO";"Hi";4,72302485;41,6257782;1,96599567;0;58,2422905;52,28602982;41,59110641;41,58633041;0,00477872;NA;NA;NA;1,96599574724909;8,04972529904734;NA;NA;4,72302485;338,28552246;41,6257782;1,96599567;8,04972458;58,2422905;2,987;0,13193136;0,8252;52,28602982;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"75";2003;"TTO";"Hi";4,18767166;45,47566605;1,90437138;0;54,43883514;48,58372498;45,4407196;45,43626404;0,00445729;NA;NA;NA;1,9043713970955;8,56350059197408;3,3;NA;4,18767166;374,00271606;45,47566605;1,90437138;8,5635004;54,43883514;3,1007;0,08549978;0,8087;48,58372498;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"76";2006;"TTO";"Hi";4,15432024;44,87060547;1,86406863;0;54,9488678;49,32506561;44,97873688;44,97429276;0,00444481;NA;NA;NA;1,87060189756584;5,92237050012134;2,7;NA;4,15432024;593,2364502;44,87060547;1,86406863;6,45140791;54,9488678;3,5537;0,18052676;1,2222;49,32506561;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"77";2007;"TTO";"Hi";4,1536026;46,1815033;1,91819596;0;53,62696075;49,28312302;46,27248764;46,27058792;0,00189659;NA;NA;NA;1,92401960518657;7,47404302641594;2,7;NA;4,1536026;696,38708496;46,1815033;1,91819596;7,0508914;53,62696075;3,5743;0,19153391;1,1792;49,28312302;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"78";2009;"TTO";"Hi";5,48676443;47,5986824;2,61162734;0;52,16078186;47,51119995;47,74227524;47,73849106;0,00378474;NA;NA;NA;2,62333883007589;7,08228631125495;2,6;NA;5,48676443;810,79681396;47,5986824;2,61162734;7,05066919;52,16078186;3,4719;0,24053785;1,5081;47,51119995;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"79";2010;"TTO";"Hi";5,08042908;48,16002655;2,44673586;0;51,62444305;46,56803131;48,26436615;48,26280975;0,00155323;NA;NA;NA;2,45547881244385;8,0728047441328;2,12;NA;5,08042908;861,51055908;48,16002655;2,44673586;8,04406071;51,62444305;2,9403;0,21553575;1,8086;46,56803131;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"80";2011;"TTO";"Hi";4,72197914;49,87123108;2,35490918;0;49,91358185;44,81612396;49,99855042;49,99709702;0,00145321;NA;NA;NA;2,36330121965975;8,03742202378503;NA;NA;4,72197914;911,38299561;49,87123108;2,35490918;8,00888062;49,91358185;3,2772;0,21518727;1,8193;44,81612396;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"81";2015;"TTO";"Hi";6,07862949;51,4764328;3,1290617;0;48,41680527;41,30602264;51,56903076;51,56821442;0,0008181;NA;NA;NA;3,13536280476696;8,32583604530896;3,01;NA;6,03951168;1107,18554688;51,4764328;3,1089251;8,30910397;48,41680527;3,4832;0,10676008;2,6498;41,30602264;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"82";2017;"TTO";"Hi";6,99457884;52,29129028;3,65755558;0;47,70870972;40,80586243;52,18477249;52,18394852;0,00082461;NA;NA;NA;3,65755567599267;11,173066918277;3,02;NA;7,02028561;1128,59362793;52,41583633;3,67974162;11,21120453;47,58415985;5,6441;0;3,3646;40,66487122;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"83";2018;"TTO";"Hi";6,70954943;48,43599319;3,24983716;0;51,55194473;44,88968658;48,3054657;48,30422211;0,00124328;63,08167648;58,68128967;45,05724716;3,25064639186189;10,6725362923373;NA;NA;6,93182945;1123,42370605;49,28736877;3,4165163;10,95408344;50,70035934;4,0934;0,01227323;4,7874;43,92116547;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"84";2019;"TTO";"Hi";7,02007389;45,97866058;3,227736;0;53,95791626;46,91281891;45,92524338;45,92399597;0,00124579;NA;NA;NA;3,23218820523616;10,2540910789096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,476;NA;NA;NA;NA;NA;"Trinidad and Tobago";NA;49;0;7;44;0
"85";2000;"VCT";"Up-Mid";4,29551268;69,88700104;3,0020051;0;30,11299896;27,27936745;69,88700104;69,88052368;0,00648062;NA;NA;NA;3,00200501121495;11,6805285890909;NA;0,417;4,29551268;157,93586731;69,88700104;3,0020051;11,68052864;30,11299896;4,1466;0;0,8256;27,27936745;NA;NA;NA;NA;"Saint Vincent and the Grenadines";NA;68;0;3;28;0
"86";2001;"VCT";"Up-Mid";4,30074549;68,41692352;2,94243813;0;31,58307648;28,61110878;68,41692352;68,4105835;0,00634429;NA;NA;NA;2,94243796813092;11,2374028980263;4,7;NA;4,29704428;171,39845276;68,41692352;2,93990588;11,23740292;31,58307648;4,4115;0;0,5746;28,61110878;NA;NA;NA;NA;"Saint Vincent and the Grenadines";NA;68;0;3;28;0
"87";2004;"VCT";"Up-Mid";4,07436132;63,84764481;2,60138392;0;36,15235519;32,75041962;63,84764481;63,8417244;0,00592058;NA;NA;NA;2,60138402200142;9,93319806775068;4,5;NA;4,07436132;195,94268799;63,84764481;2,60138392;9,93319798;36,15235519;4,6452;0;0,9309;32,75041962;NA;NA;NA;NA;"Saint Vincent and the Grenadines";NA;68;0;3;28;0
"88";2010;"VCT";"Up-Mid";4,55129242;59,227108;2,6955986;0;35,58300018;32,23464203;62,73299408;62,72717667;0,00581722;NA;NA;NA;2,85516187656335;8,69311703807947;2,6;NA;4,55129194;286,35494995;59,227108;2,6955986;8,20729446;35,583004;2,6039;5,18988752;0,6648;32,23464203;NA;NA;NA;NA;"Saint Vincent and the Grenadines";NA;68;0;3;28;0
"89";2012;"VCT";"Up-Mid";4,68828583;62,02176666;2,90775776;0;35,16640472;31,8572464;63,42100525;63,41730499;0,00370278;NA;NA;NA;2,97335815072154;10,71898477842;2,41;NA;4,68828583;299,60882568;62,02176666;2,90775776;10,48249435;35,16640472;NA;2,81182814;0,941;31,8572464;NA;NA;NA;NA;"Saint Vincent and the Grenadines";NA;68;0;3;28;0
"90";2000;"BLZ";"Up-Mid";3,99033976;46,94732666;1,87335801;0;46,42572784;37,30659866;47,48052979;45,37620163;2,10432696;NA;NA;NA;1,89463447598784;5,91399186527514;1,9;NA;3,92283607;131,96932983;47,20991135;1,85196733;5,84757805;46,12607574;1,2252;6,66401243;1,015;37,06580353;NA;NA;NA;NA;"Belize";NA;60;8;6;23;2
"91";2009;"BLZ";"Up-Mid";5,85314894;64,25035858;3,76066899;88,60086823;30,28969383;24,34006882;65,76613617;57,02799606;8,73814392;NA;NA;NA;3,84938992574067;12,8593372969152;1,1;0,503;5,69172812;241,48535156;64,31554413;3,66066623;12,35648346;30,21896172;1,8112;5,46548986;0,7658;24,28322983;NA;NA;25,8;21,9;"Belize";NA;60;8;6;23;2
"92";2012;"BLZ";"Up-Mid";5,46800852;65,79531097;3,59769273;92,50787354;31,54088783;25,34549904;65,92147827;57,25350952;8,6679678;NA;NA;NA;3,60459186390533;12,4321637755102;1,09;NA;5,33280277;246,76046753;65,60863495;3,4987793;12,43657017;31,73511124;1,1036;2,65624762;1,145;25,50156975;NA;NA;29,2;22,5;"Belize";NA;60;8;6;23;2
"93";2014;"BLZ";"Up-Mid";6,19277191;62,86966324;3,89337468;90,65572357;27,70729065;22,26491356;63,07557678;55,04669571;8,02888489;NA;NA;NA;3,90612684463107;12,2512012229539;1,285;NA;6,10395241;292,44442749;62,80492401;3,83358288;12,24576569;27,78172874;177,3062;9,41334438;0,5659;22,32472801;NA;NA;26,5;22,1;"Belize";NA;60;8;6;23;2
"94";2017;"BLZ";"Up-Mid";5,79241371;68,64944458;3,97645974;93,08843994;29,74392509;23,90150261;68,74462128;60,33495712;8,40967178;NA;NA;NA;3,98197306328423;11,6225423964968;1,04;NA;5,70125389;282,58279419;68,64238739;3,91347671;11,21361637;29,75114632;185,314;1,60646641;1,1229;23,90730286;NA;NA;26,3;21,5;"Belize";NA;60;8;6;23;2
"95";2018;"BLZ";"Up-Mid";5,81922674;68,60220337;3,99211764;93,4953537;28,90022659;23,22352791;68,94071198;60,70267487;8,23803234;NA;NA;NA;4,01181630810093;12,2007176090468;NA;NA;5,69105911;285,98583984;68,59848785;3,90398026;12,46295452;28,90864563;2,3414;2,49287057;1,078;23,23029137;NA;NA;27,9;22,4;"Belize";NA;60;8;6;23;2
"96";2009;"GTM";"Up-Mid";6,33950901;35,6460495;2,25978446;0;60,63448715;56,9231987;35,99061966;20,84547234;15,14514828;NA;NA;NA;2,34301357910188;16,616425661763;0,6;NA;6,38094711;168,18478394;35,6460495;2,27455544;16,02617264;60,63448715;0,8698;3,71946573;0,9039;56,9231987;NA;NA;45,8;28,7;"Guatemala";NA;20;17;5;58;2
"97";2017;"GTM";"Up-Mid";6,13921785;35,84476852;2,2005887;0;63,07293701;54,13410568;34,66328812;17,75284004;16,91044807;NA;NA;NA;2,22177464422463;17,3778939842586;0,44;NA;5,81384373;259,9125061;35,84476852;2,08395886;17,212183;63,07293701;0,0686;1,08229303;0,28;54,13410568;NA;NA;35,8;19,6;"Guatemala";NA;20;17;5;58;2
"98";2018;"GTM";"Up-Mid";6,12415409;36,00881577;2,20523524;0;62,30887604;57,50035477;35,04012299;18,53683853;16,50328445;NA;NA;NA;2,23537328263883;16,9023377076646;NA;NA;5,70716429;259,62017822;36,00881577;2,05508208;16,67445374;62,30887604;0,0737;1,68230891;0,3549;57,50035477;NA;NA;35,5;19;"Guatemala";NA;20;17;5;58;2
"99";2000;"CRI";"Up-Mid";6,56498814;64,92300415;4,26218748;0;33,96525574;31,57487297;66,03649902;1,04898751;64,98751068;NA;NA;NA;4,28379940556877;25,3928500560308;1,65;NA;6,59314299;248,75341797;64,92300415;4,28046608;25,26386642;33,96525574;0,9219;1,1117444;1,3133;31,57487297;NA;NA;NA;NA;"Costa Rica";NA;4;69;5;22;0
"100";2006;"CRI";"Up-Mid";6,93530893;66,10926056;4,58488178;0;33,80148697;31,0769558;66,91191864;5,33001518;61,58190536;NA;NA;NA;4,58900525860951;29,5366600990484;1,32;NA;6,96992493;362,50491333;66,10926056;4,60776615;29,50900459;33,80148697;1,5168;0,08924607;2,0415;31,0769558;NA;NA;16,8;12,3;"Costa Rica";NA;4;69;5;22;0
"101";2007;"CRI";"Up-Mid";6,99642754;66,21092987;4,63240004;0;33,69436264;30,91247177;66,96751404;5,35286856;61,61465073;NA;NA;NA;4,63330925226095;31,212447614946;1,3;NA;7,03324175;427,04202271;66,21092987;4,65677452;31,2062912;33,69436264;1,5793;0,09470533;2,0905;30,91247177;NA;NA;16,8;12,1;"Costa Rica";NA;4;69;5;22;0
"102";2008;"CRI";"Up-Mid";7,46854544;67,81954956;5,06513405;0;32,04026031;29,51094818;68,56536865;7,00534821;61,56002426;NA;NA;NA;5,06535008071112;32,3804363254779;1,225;NA;7,51461315;515,43334961;67,81954956;5,0963769;32,37934875;32,04026031;1,6618;0,14018829;2,1577;29,51094818;NA;NA;13,7;10,6;"Costa Rica";NA;4;69;5;22;0
"103";2009;"CRI";"Up-Mid";7,86019039;70,94270325;5,57623148;0;28,773386;26,40225029;71,73259735;7,15141296;64,58118439;NA;NA;NA;5,57705768425958;33,1021245871285;1,24;NA;7,90734673;534,57446289;70,94270325;5,60968494;33,09884644;28,773386;1,7632;0,2839157;2,2178;26,40225029;NA;NA;15,1;12,6;"Costa Rica";NA;4;69;5;22;0
"104";2010;"CRI";"Up-Mid";8,02937698;72,31500244;5,80644417;0;27,4743309;25,38431358;73,11502075;6,95433474;66,16069031;NA;NA;NA;5,80657058622716;31,7365308994941;1,22;NA;8,11340141;660,58642578;72,31500244;5,8672061;31,73521805;27,4743309;1,8628;0,21066861;2,3057;25,38431358;NA;NA;11,1;9,8;"Costa Rica";NA;4;69;5;22;0
"105";2011;"CRI";"Up-Mid";8,1219759;70,19308472;5,70106506;3,41682029;29,67763901;25,78322983;72,64304352;3,03465843;69,60838318;NA;NA;NA;5,70117993445103;32,7667449906175;1,215;NA;8,21805191;749,6449585;70,19308472;5,76850367;32,76519775;29,67763901;1,9231;0,12927732;2,3721;25,78322983;NA;NA;11,5;9,9;"Costa Rica";NA;4;69;5;22;0
"106";2012;"CRI";"Up-Mid";7,78642225;70,68045807;5,50347853;7,70479012;29,25608063;24,5027504;73,83892822;3,44920945;70,38972473;NA;NA;NA;5,50350872711382;31,2904078824349;1,2;NA;7,91351128;784,48297119;70,68045807;5,59330559;31,29064941;29,25608063;2,0318;0,06346241;2,4578;24,5027504;9,83757781982422;1,69605112075806;10,2;9;"Costa Rica";NA;4;69;5;22;0
"107";2013;"CRI";"Up-Mid";7,68229151;71,00035858;5,45445442;5,31405878;28,96061897;23,22566605;74,65851593;3,66863275;70,98988342;NA;NA;NA;5,45449559756603;29,145554690251;1,14;NA;7,86832047;825,39324951;71,00035858;5,58653641;29,14554405;28,96061897;2,1666;0,03902253;1,8416;23,22566605;NA;NA;10,4;9,9;"Costa Rica";NA;4;69;5;22;0
"108";2014;"CRI";"Up-Mid";7,66376114;71,02149963;5,4429183;5,5123415;28,95439339;24,41330528;72,72924042;3,52836847;69,20087433;NA;NA;NA;5,44291839573335;29,1366674432165;1,135;NA;7,88175106;831,3001709;71,02149963;5,59773779;29,13676834;28,95439339;2,394;0,02410427;2,6434;24,41330528;NA;NA;10,1;8,8;"Costa Rica";NA;4;69;5;22;0
"109";2015;"CRI";"Up-Mid";7,59196186;72,70618439;5,51982594;4,45265484;27,28744507;22,59923172;74,64361572;3,59937024;71,04424286;NA;NA;NA;5,52003383380972;29,4931219729489;1,18;NA;7,82285929;883,91546631;72,70618439;5,68770266;29,49176788;27,28744507;2,6577;0,00636806;1,3794;22,59923172;NA;NA;8,9;8,1;"Costa Rica";NA;4;69;5;22;0
"110";2016;"CRI";"Up-Mid";7,31724358;73,32389069;5,36528778;5,14387369;26,64774323;22,20295143;74,88339996;3,4412961;71,44210052;43,42291641;39,39165115;66,51670074;5,36535119974894;28,5525219358373;1,15;NA;7,5334692;878,88891602;73,32389069;5,52383232;28,55218124;26,64774323;3,0053;0,02836164;1,3759;22,20295143;NA;NA;8,2;8,3;"Costa Rica";94,9;4;69;5;22;0
"111";2017;"CRI";"Up-Mid";7,04522943;73,50926971;5,17889643;3,98485279;26,43719292;21,25539017;74,96690369;3,04951596;71,91738129;31,47768593;23,37025642;54,57612991;5,17897460467947;26,9075192817799;1,14;NA;7,32879639;861,32006836;73,50926971;5,38734436;26,90707779;26,43719292;3,1798;0,05353978;2,14595;21,25539017;NA;NA;7,7;7,8;"Costa Rica";NA;4;69;5;22;0
"112";2018;"CRI";"Up-Mid";7,29572248;72,39395142;5,28166151;5,57473803;27,59983826;22,4164238;73,82375336;3,5547719;70,26898193;26,21618271;14,75493336;40,7446022;5,28166158473586;27,8147150170364;1,11;NA;7,56336021;909,6730957;72,39395142;5,47541523;27,81505203;27,59983826;3,4144;0,0062117;2,8939;22,4164238;NA;NA;7,4;7,2;"Costa Rica";NA;4;69;5;22;0
"113";2002;"SLV";"Low-Mid";8,77833939;45,60385895;4,00326157;0;52,68267441;49,19662857;46,0531044;22,64189148;23,41121101;NA;NA;NA;4,04269782217309;17,9574623710979;NA;NA;8,77833939;186,45817566;45,60385895;4,00326157;19,11663055;52,68267441;0,859;1,71346641;1,3314;49,19662857;NA;NA;NA;NA;"El Salvador";NA;35;29;7;29;0
"114";2005;"SLV";"Low-Mid";8,43694401;50,35292435;4,2482481;0;46,55961227;42,68722534;52,55465698;25,44782257;27,1068306;NA;NA;NA;4,4340067569057;19,7667671558993;0,9;NA;8,43694401;204,89703369;50,35292435;4,2482481;19,59232903;46,55961227;0,3457;3,08746624;1,711;42,68722534;NA;NA;32,5;20;"El Salvador";NA;35;29;7;29;0
"115";2008;"SLV";"Low-Mid";7,66487646;53,98727798;4,13805771;0;38,96318817;34,58769608;57,61927795;30,90445137;26,71482849;NA;NA;NA;4,41644646717073;17,992893002265;0,8;NA;7,66487646;224,84251404;53,98727798;4,13805771;18,05269051;38,96318817;0,4794;7,04953527;1,8823;34,58769608;NA;NA;24,8;16,5;"El Salvador";NA;35;29;7;29;0
"116";2016;"SLV";"Low-Mid";7,70530415;64,47001648;4,96761036;0,1065677;33,27963638;27,16887665;66,08691406;37,32003403;28,76688004;NA;NA;NA;5,10746287143979;18,6582051227726;1,06;NA;7,7171073;293,25802612;64,47001648;4,9752202;20,92486;33,27963638;1,8039;2,25034428;1,5662;27,16887665;NA;NA;12,1;8,5;"El Salvador";NA;35;29;7;29;0
"117";2018;"SLV";"Low-Mid";7,09307051;63,85112381;4,52900553;0,26216546;35,94503403;28,78990173;65,34896088;34,91547012;30,43349075;NA;NA;NA;4,5292838235632;16,7575160249327;NA;NA;7,10940361;288,51745605;63,85112381;4,53943443;18,84103775;35,94503403;1,8344;0,20383964;2,8699;28,78990173;NA;NA;11,9;7,6;"El Salvador";NA;35;29;7;29;0
"118";2000;"HND";"Low-Mid";6,26817942;48,22546768;3,02285886;0;48,99341583;45,94881821;50,85812378;43,7828598;7,07526302;NA;NA;NA;3,18787856057907;14,425728711443;NA;NA;6,26817942;68,51774597;48,22546768;3,02285886;13,6789856;48,99341583;1,2971;2,7811141;0,5591;45,94881821;NA;NA;NA;NA;"Honduras";NA;28;12;5;51;3
"119";2005;"HND";"Low-Mid";7,50086403;38,92585754;2,91977572;0;52,58927155;49,06471634;43,64920044;31,16970634;12,47949123;NA;NA;NA;3,27406705959825;13,867502650869;NA;NA;7,50086403;98,11772919;38,92585754;2,91977572;12,36688042;52,58927155;1,0452;8,48487282;0,3593;49,06471634;NA;NA;60,1;48,3;"Honduras";NA;28;12;5;51;3
"120";2010;"HND";"Low-Mid";8,72536373;42,35993195;3,69605827;0;50,10340881;46,26252747;47,14284515;36,58985901;10,55298519;NA;NA;NA;4,11338475213341;15,5437238030707;0,8;NA;8,72536373;166,16116333;42,35993195;3,69605827;13,96672249;50,10340881;0,8598;7,53666019;0,295;46,26252747;NA;NA;55,1;40,9;"Honduras";NA;28;12;5;51;3
"121";2016;"HND";"Low-Mid";7,69098616;39,97731018;3,07464957;0,18877225;55,05361557;49,88451767;43,112854;31,90732574;11,20552826;NA;NA;NA;3,3158035687104;12,1091927405962;0,64;NA;7,69098616;180,16775513;39,97731018;3,07464957;11,22850704;55,05361557;0,7416;4,96907139;0,5982;49,88451767;NA;NA;49,7;35,2;"Honduras";19,17;28;12;5;51;3
"122";2017;"HND";"Low-Mid";6,98996687;40,59086609;2,83728838;0,18088344;55,70733643;49,82243347;43,01593399;31,27318001;11,74275303;NA;NA;NA;3,00679964351503;11,1951869287138;0,64;NA;7,00069904;171,51489258;40,59086609;2,84164453;10,56404781;55,70733643;0,7378;3,70179677;0,3089;49,82243347;NA;NA;50,8;34,8;"Honduras";NA;28;12;5;51;3
"123";2001;"ARG";"Up-Mid";8,37179756;54,85204315;4,59210253;0;44,94721985;29,47439766;54,87192154;23,81615257;31,05577278;NA;NA;NA;4,59376668741533;17,3791885302673;NA;NA;8,62096786;675,05786133;54,85204315;4,72877693;17,37289047;44,94721985;0,4453;0,20073752;3,2481;29,47439766;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"124";2004;"ARG";"Up-Mid";7,22868299;51,7989769;3,74438357;0;41,91094589;27,62963104;51,82178497;23,79590988;28,025877;NA;NA;NA;3,74603261041196;16,2661708718224;NA;NA;7,22868299;311,64505005;51,7989769;3,74438357;16,25901031;41,91094589;0,4854;6,29007912;3,1857;27,62963104;16,9025838375092;4,7035600990057;13;12,3;"Argentina";NA;24;37;11;28;0
"125";2013;"ARG";"Up-Mid";9,78097343;63,59713745;6,22041893;0;35,95693588;26,81741714;64,03894043;27,14377594;36,89516068;NA;NA;NA;6,26363145198623;16,6573315227233;4,84;NA;9,78097916;1421,65759277;63,59713745;6,22042274;16,54238701;35,95693588;4,2463;0,44593182;3,9385;26,81741714;NA;NA;1,6;3,1;"Argentina";NA;24;37;11;28;0
"126";2015;"ARG";"Up-Mid";10,22933865;66,71373749;6,8243742;0;33,00239563;25,93237495;66,99671173;28,77556038;38,22114944;NA;NA;NA;6,85332065442832;16,5674038105523;4,96;NA;10,22933769;1531,48425293;66,71373749;6,82437325;16,49740791;33,00239944;NA;0,28386176;3,99;25,93237495;NA;NA;1,7;3,6;"Argentina";NA;24;37;11;28;0
"127";2016;"ARG";"Up-Mid";9,00189686;62,11119843;5,59118652;0;37,58023834;29,56861496;62,41516876;28,39158821;34,02358627;NA;NA;NA;5,61854989936997;13,531487645251;4,95;NA;9,00189686;1153,53405762;62,11119843;5,59118652;13,46559525;37,58023834;2,5821;0,30856234;4,0013;29,56861496;NA;NA;2,1;3,8;"Argentina";NA;24;37;11;28;0
"128";2017;"ARG";"Up-Mid";10,44225502;63,19857407;6,59935617;0;36,36763763;25,84117699;63,62923431;25,89778519;37,73144531;NA;NA;NA;6,6443537646744;16,1578823381471;4,99;NA;10,45704365;1529,61621094;63,20079422;6,60893488;16,04845238;36,36539459;2,5996;0,43380749;3,9901;25,8420887;NA;NA;1,6;3,1;"Argentina";NA;24;37;11;28;0
"129";2003;"NIC";"Low-Mid";6,08317614;42,03562164;2,55710101;0;44,22459412;38,68910599;46,65337372;31,4599247;15,19345093;NA;NA;NA;2,83800684138574;13,5890982178212;0,8999999762;NA;6,08317614;61,17759705;42,03562164;2,55710101;12,21059322;44,22459412;1,1077;13,73978233;0,3864;38,6891098;NA;NA;52,3;43,9;"Nicaragua";NA;34;25;2;33;5
"130";2005;"NIC";"Low-Mid";6,22468948;40,2927475;2,50809836;0;41,32715988;39,16899109;47,55485535;33,00507355;14,54978466;NA;NA;NA;2,96014218679864;13,9186948832237;0,9;NA;6,22468948;72,34895325;40,2927475;2,50809836;11,77746296;41,32715988;1,1573;18,38009071;0,4996;39,16899109;NA;NA;47;39,9;"Nicaragua";NA;34;25;2;33;5
